training loss_epoch,epoch,step,training loss_step
5035.75341796875,0,0,
5254.02880859375,1,1,
5055.81640625,2,2,
5165.05126953125,3,3,
5106.095703125,4,4,
5133.50830078125,5,5,
5074.158203125,6,6,
5177.52734375,7,7,
5151.673828125,8,8,
5137.31005859375,9,9,
5080.31982421875,10,10,
5111.6689453125,11,11,
5128.82958984375,12,12,
5138.20849609375,13,13,
5094.82861328125,14,14,
5113.83642578125,15,15,
5093.26171875,16,16,
5071.9248046875,17,17,
5049.87548828125,18,18,
5003.83837890625,19,19,
5037.2265625,20,20,
5090.77001953125,21,21,
5140.9375,22,22,
5088.27783203125,23,23,
5091.8701171875,24,24,
5087.3779296875,25,25,
5103.599609375,26,26,
5029.1201171875,27,27,
4982.9169921875,28,28,
5056.54638671875,29,29,
5048.7607421875,30,30,
5184.1181640625,31,31,
5033.91748046875,32,32,
5071.373046875,33,33,
5085.5439453125,34,34,
5047.90966796875,35,35,
5077.51318359375,36,36,
5045.51513671875,37,37,
5061.41015625,38,38,
5050.6572265625,39,39,
4941.4716796875,40,40,
4988.3046875,41,41,
4972.966796875,42,42,
5126.69677734375,43,43,
4962.681640625,44,44,
4993.04833984375,45,45,
5054.18701171875,46,46,
4958.29736328125,47,47,
5047.44091796875,48,48,
,49,49,4994.26220703125
4994.26220703125,49,49,
5055.1298828125,50,50,
4939.83251953125,51,51,
4992.8203125,52,52,
5053.7666015625,53,53,
4985.025390625,54,54,
4962.79736328125,55,55,
4959.43994140625,56,56,
4948.94921875,57,57,
4994.85791015625,58,58,
4927.021484375,59,59,
5003.25537109375,60,60,
4970.36865234375,61,61,
4953.947265625,62,62,
4945.06640625,63,63,
4984.1044921875,64,64,
4976.41357421875,65,65,
4927.80712890625,66,66,
4928.0888671875,67,67,
4913.76025390625,68,68,
4999.5859375,69,69,
4903.26220703125,70,70,
4948.3408203125,71,71,
4970.869140625,72,72,
4958.56640625,73,73,
4949.09130859375,74,74,
4926.58447265625,75,75,
4880.16064453125,76,76,
