training loss_epoch,epoch,step,training loss_step
41935.296875,0,0,
37741.5546875,1,1,
33613.6953125,2,2,
28536.376953125,3,3,
26891.5390625,4,4,
23590.642578125,5,5,
21526.09375,6,6,
20416.732421875,7,7,
18877.35546875,8,8,
17752.5234375,9,9,
16928.45703125,10,10,
16207.791015625,11,11,
16015.2421875,12,12,
15756.423828125,13,13,
15611.08984375,14,14,
15398.4306640625,15,15,
15301.37890625,16,16,
15256.677734375,17,17,
15297.2265625,18,18,
15248.9033203125,19,19,
15257.337890625,20,20,
15257.2919921875,21,21,
15235.875,22,22,
15214.4375,23,23,
15179.85546875,24,24,
15142.626953125,25,25,
15121.62109375,26,26,
15075.169921875,27,27,
15020.310546875,28,28,
14969.6259765625,29,29,
14916.4658203125,30,30,
14889.5009765625,31,31,
14820.25390625,32,32,
14791.0986328125,33,33,
14724.5751953125,34,34,
14667.4248046875,35,35,
14601.1220703125,36,36,
14540.4560546875,37,37,
14513.2255859375,38,38,
14457.0419921875,39,39,
14404.8466796875,40,40,
14359.1103515625,41,41,
14332.8603515625,42,42,
14282.61328125,43,43,
14242.6923828125,44,44,
14209.388671875,45,45,
14159.2392578125,46,46,
14138.0927734375,47,47,
14139.5458984375,48,48,
,49,49,14088.9833984375
14088.9833984375,49,49,
14055.5341796875,50,50,
14020.8720703125,51,51,
14017.1044921875,52,52,
13977.224609375,53,53,
13926.7744140625,54,54,
14000.62109375,55,55,
13841.771484375,56,56,
13872.7958984375,57,57,
13791.125,58,58,
13770.5947265625,59,59,
13751.87109375,60,60,
13728.294921875,61,61,
13686.5869140625,62,62,
13656.4931640625,63,63,
13571.603515625,64,64,
13517.6298828125,65,65,
13512.2646484375,66,66,
13451.923828125,67,67,
13407.19140625,68,68,
13390.666015625,69,69,
13312.2841796875,70,70,
13250.0244140625,71,71,
13192.3427734375,72,72,
13129.927734375,73,73,
13067.6962890625,74,74,
13041.6767578125,75,75,
12927.4921875,76,76,
12863.525390625,77,77,
12766.0302734375,78,78,
12671.671875,79,79,
12615.0146484375,80,80,
12504.521484375,81,81,
12358.033203125,82,82,
12270.42578125,83,83,
12111.767578125,84,84,
11962.798828125,85,85,
11771.5390625,86,86,
11593.2109375,87,87,
11362.978515625,88,88,
11150.80078125,89,89,
10949.65234375,90,90,
10606.47265625,91,91,
10441.13671875,92,92,
10079.7470703125,93,93,
9852.8662109375,94,94,
9551.939453125,95,95,
9340.990234375,96,96,
9172.3349609375,97,97,
8994.517578125,98,98,
,99,99,8865.642578125
8865.642578125,99,99,
8726.01171875,100,100,
8639.578125,101,101,
8532.8896484375,102,102,
8370.91015625,103,103,
8240.1015625,104,104,
8074.19775390625,105,105,
7946.78173828125,106,106,
7845.59033203125,107,107,
7725.5712890625,108,108,
7617.056640625,109,109,
7483.89892578125,110,110,
7468.955078125,111,111,
7415.8466796875,112,112,
7345.97119140625,113,113,
7350.7685546875,114,114,
7252.830078125,115,115,
7150.51611328125,116,116,
7081.478515625,117,117,
7018.09521484375,118,118,
6914.27587890625,119,119,
6949.53173828125,120,120,
6904.91943359375,121,121,
