training loss_epoch,epoch,step,training loss_step
4694.91943359375,0,0,
4936.07177734375,1,1,
4730.63720703125,2,2,
4743.2626953125,3,3,
4814.4296875,4,4,
4798.33984375,5,5,
4744.83740234375,6,6,
4755.00244140625,7,7,
4697.369140625,8,8,
4737.97998046875,9,9,
4736.83642578125,10,10,
4640.49365234375,11,11,
4682.02880859375,12,12,
4751.51611328125,13,13,
4699.0517578125,14,14,
4733.720703125,15,15,
4687.2138671875,16,16,
4740.3740234375,17,17,
4613.78662109375,18,18,
4695.52978515625,19,19,
4666.31689453125,20,20,
4793.83349609375,21,21,
4756.55517578125,22,22,
4690.306640625,23,23,
4713.86669921875,24,24,
4673.65478515625,25,25,
4722.27587890625,26,26,
4685.46044921875,27,27,
4661.544921875,28,28,
4639.47314453125,29,29,
4686.55810546875,30,30,
4722.1943359375,31,31,
4692.22705078125,32,32,
4711.62060546875,33,33,
4643.85107421875,34,34,
4644.6298828125,35,35,
4574.15625,36,36,
4633.568359375,37,37,
4644.69189453125,38,38,
4662.62890625,39,39,
4701.27490234375,40,40,
4662.802734375,41,41,
4644.14306640625,42,42,
4690.470703125,43,43,
4643.26904296875,44,44,
4673.1748046875,45,45,
4639.4228515625,46,46,
4556.50146484375,47,47,
4597.85498046875,48,48,
,49,49,4615.85791015625
4615.85791015625,49,49,
4663.97509765625,50,50,
4692.6572265625,51,51,
4595.7265625,52,52,
4648.43701171875,53,53,
4616.9150390625,54,54,
4615.5986328125,55,55,
4624.14111328125,56,56,
4625.0166015625,57,57,
4625.8916015625,58,58,
4562.7099609375,59,59,
4662.11376953125,60,60,
4597.10400390625,61,61,
4597.0517578125,62,62,
4615.40234375,63,63,
4578.43701171875,64,64,
4574.27001953125,65,65,
4607.48681640625,66,66,
4583.85107421875,67,67,
4611.53076171875,68,68,
4619.8740234375,69,69,
4612.25927734375,70,70,
4561.73681640625,71,71,
4548.25341796875,72,72,
4603.8505859375,73,73,
4607.13623046875,74,74,
4558.53662109375,75,75,
4583.6396484375,76,76,
4591.01904296875,77,77,
4538.06396484375,78,78,
4553.7236328125,79,79,
4514.1669921875,80,80,
4563.31640625,81,81,
4517.26318359375,82,82,
4533.74267578125,83,83,
4560.58447265625,84,84,
4525.77880859375,85,85,
4582.43212890625,86,86,
4529.982421875,87,87,
4621.02099609375,88,88,
4519.84130859375,89,89,
4510.6953125,90,90,
4549.90625,91,91,
4600.93701171875,92,92,
4541.51123046875,93,93,
4573.76806640625,94,94,
4536.48974609375,95,95,
4514.25341796875,96,96,
4515.69189453125,97,97,
4531.8818359375,98,98,
,99,99,4478.896484375
4478.896484375,99,99,
4547.8115234375,100,100,
4548.095703125,101,101,
4544.28271484375,102,102,
4587.986328125,103,103,
4522.06005859375,104,104,
4564.40869140625,105,105,
4508.3505859375,106,106,
4501.72119140625,107,107,
4501.46142578125,108,108,
4518.9755859375,109,109,
4537.8076171875,110,110,
4524.7412109375,111,111,
4514.27734375,112,112,
4524.091796875,113,113,
4523.43408203125,114,114,
4536.6982421875,115,115,
4547.5771484375,116,116,
4523.13623046875,117,117,
4503.96826171875,118,118,
4507.40087890625,119,119,
4493.6025390625,120,120,
4517.98388671875,121,121,
4445.740234375,122,122,
4497.951171875,123,123,
4501.1455078125,124,124,
4513.81787109375,125,125,
4460.69580078125,126,126,
4487.86376953125,127,127,
4473.10888671875,128,128,
4479.97607421875,129,129,
4448.32666015625,130,130,
4481.63427734375,131,131,
4479.9404296875,132,132,
4429.20751953125,133,133,
4498.75048828125,134,134,
4521.603515625,135,135,
4484.92138671875,136,136,
4475.35107421875,137,137,
4491.4326171875,138,138,
4437.14892578125,139,139,
4492.4912109375,140,140,
4432.48876953125,141,141,
4463.74462890625,142,142,
4447.7919921875,143,143,
4424.24755859375,144,144,
4449.416015625,145,145,
4436.3486328125,146,146,
4481.087890625,147,147,
4457.0478515625,148,148,
,149,149,4465.41845703125
4465.41845703125,149,149,
4481.6875,150,150,
4529.7705078125,151,151,
4484.83056640625,152,152,
4469.6103515625,153,153,
4438.4912109375,154,154,
4468.82275390625,155,155,
4460.2666015625,156,156,
4445.73291015625,157,157,
4564.5390625,158,158,
4425.98046875,159,159,
4450.85107421875,160,160,
4451.52587890625,161,161,
4498.60888671875,162,162,
4438.62548828125,163,163,
4484.41650390625,164,164,
4416.5009765625,165,165,
4477.37255859375,166,166,
4437.7373046875,167,167,
4406.1015625,168,168,
4443.93994140625,169,169,
4413.44921875,170,170,
4417.53173828125,171,171,
4448.169921875,172,172,
4447.9765625,173,173,
4433.8466796875,174,174,
4477.4140625,175,175,
4485.74072265625,176,176,
4456.09912109375,177,177,
4428.2275390625,178,178,
4404.041015625,179,179,
4411.30615234375,180,180,
4443.67236328125,181,181,
4452.75146484375,182,182,
4462.62646484375,183,183,
4457.0380859375,184,184,
4459.021484375,185,185,
4403.59619140625,186,186,
4439.9736328125,187,187,
4417.40185546875,188,188,
4398.59326171875,189,189,
4371.1572265625,190,190,
4498.208984375,191,191,
4420.60205078125,192,192,
4396.98828125,193,193,
4406.7607421875,194,194,
4386.630859375,195,195,
4418.75927734375,196,196,
4423.03466796875,197,197,
4430.23046875,198,198,
,199,199,4417.6865234375
4417.6865234375,199,199,
4407.7783203125,200,200,
4428.7265625,201,201,
4390.68017578125,202,202,
4409.025390625,203,203,
4394.3095703125,204,204,
4423.10498046875,205,205,
4396.8994140625,206,206,
4452.6865234375,207,207,
4416.462890625,208,208,
4356.3388671875,209,209,
4424.41357421875,210,210,
4386.2705078125,211,211,
4395.29833984375,212,212,
4391.44482421875,213,213,
4382.28173828125,214,214,
4438.0263671875,215,215,
4397.3330078125,216,216,
4419.2177734375,217,217,
4381.0009765625,218,218,
4370.7646484375,219,219,
4453.361328125,220,220,
4380.95556640625,221,221,
4369.38623046875,222,222,
4426.107421875,223,223,
4414.74169921875,224,224,
4413.9833984375,225,225,
4396.462890625,226,226,
4380.7041015625,227,227,
4360.98486328125,228,228,
4371.79345703125,229,229,
4370.095703125,230,230,
4352.9345703125,231,231,
4350.99609375,232,232,
4405.52099609375,233,233,
4396.70654296875,234,234,
4377.623046875,235,235,
4382.4306640625,236,236,
4361.19921875,237,237,
4375.57763671875,238,238,
4380.1025390625,239,239,
4375.4638671875,240,240,
4364.69775390625,241,241,
4369.3779296875,242,242,
4350.06689453125,243,243,
4353.02294921875,244,244,
4376.44091796875,245,245,
4360.880859375,246,246,
4397.68359375,247,247,
4358.01171875,248,248,
,249,249,4390.56103515625
